state_in_pose,state_in_vel,state_in_force,state_ref_pose,state_ref_vel,error,input_in,state_pred,state_out,timestamp
0,"[-0.30963607519999947, 0.34883632639780643, 0.04653422080000004, -1.0, -2.653532874319353e-06, 0.0, 2.653532874319353e-06, -1.0, 0.0, 0.0, 0.0, 1.0]","[-0.0007797645049487769, 0.0008664099739366092, 0.01045827382054828, 0.0009678868966001216, -0.004359223805772503, 0.00016861612469475096]","[-0.10620482244240953, 0.11612918430463826, 4.420302414439839, -0.004404276573372633, -0.007035277796487016, 0.005824461665424419]","[-0.30963607519999947, 0.34883632639780643, 0.04653422080000004, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[0.0, -0.0007797645049487769, -0.10620482244240953, 0.0, 0.001050763933539046, 0.11612918430463826, -1.937e-320, 0.0009678868966001216, -0.004404276573372633, -1.653589797e-314, -0.004359223805772503, -0.007035277796487016]","[1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 211.66010488516724, 211.66010488516724, 211.66010488516724, 211.66010488516724, 211.66010488516724, 211.66010488516724]","[-0.3096413718726077, -0.0005444036471056606, -0.10620482244240953, 0.3488421815937315, 0.0005973890073272513, 0.11612918430463826, -0.10382143960162475, 0.5948778232995945, -0.004404276573372633, -2.0223574603760202e-05, -0.0006966698451675475, -0.007035277796487016]","[-0.3096444719999995, -0.0008234232502287557, -0.12424511425334034, 0.348834278401103, 0.0005533166105614392, 0.07369527662139269, -0.12424511425334034, 0.0003198609790278209, -0.006698338201644188, -2.0479967034470192e-06, -0.0019741620963739594, -0.010265703651770935]",[11.0]
1,"[-0.3096444719999995, 0.348834278401103, 0.04652500480000021, -1.0, -2.6535756205703365e-06, 0.0, 2.6535756205703365e-06, -1.0, 0.0, 0.0, 0.0, 1.0]","[-0.0008234232502287557, 0.0005533166105614392, 0.012005667286598026, 0.0003198609790278209, -0.0019741620963739594, 0.00024301868753964697]","[-0.12424511425334034, 0.07369527662139269, 4.47812195028891, -0.006698338201644188, -0.010265703651770935, 0.005400236994453485]","[-0.30963607519999947, 0.34883632639780643, 0.04652500480000021, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-8.39680000003229e-06, -0.0008234232502287557, -0.12424511425334034, -2.0479967034470192e-06, 0.0007376705701638758, 0.07369527662139269, -1.937e-320, 0.0003198609790278209, -0.006698338201644188, -1.653589797e-314, -0.0019741620963739594, -0.010265703651770935]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.3096510605393103, -0.0008237115774724561, -0.12424511425334034, 0.34883869666317296, 0.0005512489069310069, 0.07369527662139269, -0.12400433616924698, 0.05987466004431126, -0.006698338201644188, -1.661755739538111e-05, -0.0016682280766095628, -0.010265703651770935]","[-0.3096488751999995, -0.0008573911307104367, -0.1337028575026286, 0.3488306943978065, 0.000360796193807255, 0.0458463464789576, -0.1337028575026286, 0.00014716745932744432, -0.007571084084209121, -5.631999999922144e-06, -0.001384600656331341, -0.012808268983129123]",[23.0]
2,"[-0.3096488751999995, 0.3488306943978065, 0.0465238784000002, -1.0, -2.653532874319353e-06, 0.0, 2.653532874319353e-06, -1.0, 0.0, 0.0, 0.0, 1.0]","[-0.0008573911307104367, 0.000360796193807255, 0.012137329575762548, 0.00014716745932744432, -0.001384600656331341, 0.0002716172324984513]","[-0.1337028575026286, 0.0458463464789576, 4.515835129452447, -0.007571084084209121, -0.012808268983129123, 0.004546892870009133]","[-0.30963607519999947, 0.34883632639780643, 0.0465238784000002, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-1.2800000000035006e-05, -0.0008573911307104367, -0.1337028575026286, -5.631999999922144e-06, 0.0005451501534096916, 0.0458463464789576, -1.937e-320, 0.00014716745932744432, -0.007571084084209121, -1.653589797e-314, -0.001384600656331341, -0.012808268983129123]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.3096557269571648, -0.0008555481606089736, -0.1337028575026286, 0.34883362254910694, 0.00037124163129018903, 0.0458463464789576, -0.13344519499077392, 0.06426846050434695, -0.007571084084209121, -1.5932201538163395e-05, -0.001190449728228972, -0.012808268983129123]","[-0.3096488751999995, -0.0008537051905231884, -0.13370285750458835, 0.3488306943978065, 0.00038168706872740074, 0.0458463464732423, -0.13370285750458835, 3.501034684735759e-05, -0.007571084083661615, -5.631999999922144e-06, -0.0010017055201291176, -0.012808268983452758]",[31.0]
3,"[-0.3096488751999995, 0.3488306943978065, 0.0465238784000002, -1.0, -2.653532874319353e-06, 0.0, 2.653532874319353e-06, -1.0, 0.0, 0.0, 0.0, 1.0]","[-0.0008537051905231884, 0.00038168706872740074, 0.012148897379712921, 3.501034684735759e-05, -0.0010017055201291176, 0.0002993006240185739]","[-0.13370285750458835, 0.0458463464732423, 4.515835129452447, -0.007571084083661615, -0.012808268983452758, 0.004546892870009133]","[-0.30963607519999947, 0.34883632639780643, 0.0465238784000002, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-1.2800000000035006e-05, -0.0008537051905231884, -0.13370285750458835, -5.631999999922144e-06, 0.0005660410283298374, 0.0458463464732423, -1.937e-320, 3.501034684735759e-05, -0.007571084083661615, -1.653589797e-314, -0.0010017055201291176, -0.012808268983452758]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.309655705641465, -0.000853905175846516, -0.13370285750458835, 0.3488337433605135, 0.00038055360801907075, 0.0458463464732423, -0.1334460136179747, 0.06417596130656653, -0.007571084083661615, -1.313748243671971e-05, -0.0008746650890702739, -0.012808268983452758]","[-0.3096370992037639, -0.0007870113857360698, -0.11118494009266384, 0.34884533759825925, 0.00028081816302511083, 0.051092938980834196, -0.11118494009266384, 7.89197566141106e-05, 0.00664742436512674, 9.01120045282422e-06, -0.0006649659275903737, -0.00608940607713134]",[40.0]
4,"[-0.3096370992037639, 0.34884533759825925, 0.046610201601205804, -1.0, -2.653703631949611e-06, -3.574432048480958e-05, 2.653591764101293e-06, -1.0, 3.1277365906134946e-06, -3.574432776076719e-05, 3.127641775790835e-06, 1.0]","[-0.0007870113857360698, 0.00028081816302511083, 0.01149617684734677, 7.89197566141106e-05, -0.0006649659275903737, 0.00029980647322282617]","[-0.11118494009266384, 0.051092938980834196, 4.311542355800178, 0.00664742436512674, -0.00608940607713134, 0.0012604335317821214]","[-0.30963607519999947, 0.34883632639780643, 0.046610201601205804, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-1.0240037644493327e-06, -0.0007870113857360698, -0.11118494009266384, 9.01120045282422e-06, 0.00046517212262754746, 0.051092938980834196, -5.614700560038477e-05, 7.89197566141106e-05, 0.00664742436512674, 4.9129585296468494e-06, -0.0006649659275903737, -0.00608940607713134]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.309643409769075, -0.0007906299420437488, -0.11118494009266384, 0.3488476060346411, 0.0002862909324396428, 0.051092938980834196, -0.11097078262029077, 0.053460448336655544, 0.00664742436512674, 4.042938583295108e-06, -0.0005770995397919044, -0.00608940607713134]","[-0.3096370992037639, -0.0007954814035131008, -0.11133905323787295, 0.34884533759825925, 0.00029187158481883976, 0.05110642435141733, -0.11133905323787295, 0.00010743669444967415, 0.0066473793110071195, 9.01120045282422e-06, -0.00044626782085073935, -0.0060894021349345755]",[359.0]
5,"[-0.3096370992037639, 0.34884533759825925, 0.046610201601205804, -1.0, -2.653703631949611e-06, -3.574432048480958e-05, 2.653591764101293e-06, -1.0, 3.1277365906134946e-06, -3.574432776076719e-05, 3.127641775790835e-06, 1.0]","[-0.0007954814035131008, 0.00029187158481883976, 0.01143881581443695, 0.00010743669444967415, -0.00044626782085073935, 0.0003002981884822905]","[-0.11133905323787295, 0.05110642435141733, 4.311538221764904, 0.0066473793110071195, -0.0060894021349345755, 0.0012606901855006403]","[-0.30963607519999947, 0.34883632639780643, 0.046610201601205804, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-1.0240037644493327e-06, -0.0007954814035131008, -0.11133905323787295, 9.01120045282422e-06, 0.00047622554442127644, 0.05110642435141733, -5.614700560038477e-05, 0.00010743669444967415, 0.0066473793110071195, 4.9129585296468494e-06, -0.00044626782085073935, -0.0060894021349345755]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.3096434612167861, -0.0007950218520397509, -0.11133905323787295, 0.3488476701720686, 0.0002912718675095514, 0.05110642435141733, -0.11112439172627302, 0.053557941205535475, 0.0066473793110071195, 5.639197565765768e-06, -0.0003967329009138735, -0.0060894021349345755]","[-0.3096355632023087, -0.0008384475790362355, -0.11498151130030344, 0.3488452352004094, 0.0002788249853139327, 0.04950265132078686, -0.11498151130030344, 0.00011863428670738212, 0.0067775382921401745, 8.908802602958232e-06, -0.0003141187636795037, -0.0056362454647194285]",[367.0]
6,"[-0.3096355632023087, 0.3488452352004094, 0.04660702720073977, -1.0, -2.6534473818173865e-06, -2.167001184716355e-05, 2.6535683446127223e-06, -1.0, -5.584993232332636e-06, -2.1669997295248322e-05, -5.585050530498847e-06, 1.0]","[-0.0008384475790362355, 0.0002788249853139327, 0.011394065715786598, 0.00011863428670738212, -0.0003141187636795037, 0.00030062331613186534]","[-0.11498151130030344, 0.04950265132078686, 4.299128728700468, 0.0067775382921401745, -0.0056362454647194285, 0.0012418337351371238]","[-0.30963607519999947, 0.34883632639780643, 0.04660702720073977, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[5.119976907996815e-07, -0.0008384475790362355, -0.11498151130030344, 8.908802602958232e-06, 0.0004631789449163694, 0.04950265132078686, -3.4039134829184374e-05, 0.00011863428670738212, 0.0067775382921401745, -8.772924445898067e-06, -0.0003141187636795037, -0.0056362454647194285]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.3096422614582053, -0.0008361163951136455, -0.11498151130030344, 0.3488474686317306, 0.0002795328449881998, 0.04950265132078686, -0.11475977245640444, 0.05531607668804618, 0.0067775382921401745, 6.508791578820722e-06, -0.0002858839923548738, -0.0056362454647194285]","[-0.3096358704010729, -0.0011039309448213886, -0.14911836652114047, 0.34884328960059274, 0.0004257644805620727, 0.06535840352826479, -0.14911836652114047, 0.00011676487196093395, 0.006787575674326486, 6.963202786314238e-06, -0.0002421637166821102, -0.005788331818022516]",[375.0]
7,"[-0.3096358704010729, 0.34884328960059274, 0.04660508160034385, -1.0, -2.6534473818173865e-06, -8.489317224302795e-06, 2.653576302691363e-06, -1.0, -1.519132092653308e-05, -8.489277206535917e-06, -1.5191343663900625e-05, 1.0]","[-0.0011039309448213886, 0.0004257644805620727, 0.011411018931376795, 0.00011676487196093395, -0.0002421637166821102, 0.00031523116917835044]","[-0.14911836652114047, 0.06535840352826479, 4.305655273712666, 0.006787575674326486, -0.005788331818022516, 0.003028474916370161]","[-0.30963607519999947, 0.34883632639780643, 0.04660508160034385, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[2.047989265951955e-07, -0.0011039309448213886, -0.14911836652114047, 6.963202786314238e-06, 0.0006101184401645093, 0.06535840352826479, -1.3334945619320723e-05, 0.00011676487196093395, 0.006787575674326486, -2.3862468812353924e-05, -0.0002421637166821102, -0.005788331818022516]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.30964464423209503, -0.001089526810720596, -0.14911836652114047, 0.34884666382688834, 0.0004177920933354854, 0.06535840352826479, -0.14883109839931888, 0.07170026558343057, 0.006787575674326486, 5.089687713121457e-06, -0.0002262150516160849, -0.005788331818022516]","[-0.3096409904001705, -0.002348319413723483, -0.2007322942693775, 0.34883489280160995, 0.0007534742005316676, 0.057721461938924655, -0.2007322942693775, 0.00016509047084363966, 0.006334177701627311, -1.4335961964762056e-06, -0.0002660575981739196, -0.003439535713108552]",[383.0]
8,"[-0.3096409904001705, 0.34883489280160995, 0.046606310400054925, -1.0, -2.6539598820818355e-06, 1.1616823030635715e-05, 2.6535706183494767e-06, -1.0, -3.3510350476717576e-05, 1.1616912161116488e-05, -3.351032137288712e-05, 1.0]","[-0.002348319413723483, 0.0007534742005316676, 0.011329050361984352, 0.00016509047084363966, -0.0002660575981739196, 0.0003452421129827346]","[-0.2007322942693775, 0.057721461938924655, 4.279574625853678, 0.006334177701627311, -0.003439535713108552, 0.004066598958825657]","[-0.30963607519999947, 0.34883632639780643, 0.046606310400054925, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-4.9152001710406346e-06, -0.002348319413723483, -0.2007322942693775, -1.4335961964762056e-06, 0.0009378281601341043, 0.057721461938924655, 1.8247717531375858e-05, 0.00016509047084363966, 0.006334177701627311, -5.2637868107783484e-05, -0.0002660575981739196, -0.003439535713108552]","[1200.0, 1200.0, 1300.0, 120.0, 120.0, 1.0, 138.5640646055102, 138.5640646055102, 285.0438562747845, 43.81780460041329, 43.81780460041329, 4.0]","[-0.309657688017418, -0.00182608489814978, -0.2007322942693775, 0.3488402011924874, 0.0005736235188262314, 0.057721461938924655, -0.20034558193620222, 0.09651299282298008, 0.006334177701627311, -3.4278080909922237e-06, -0.0002324953754550849, -0.003439535713108552]","[-0.3096449839999246, -0.0032991275564994114, -0.21465798965724092, 0.3488292608013232, 0.000859094483293764, 0.04195293141645108, -0.21465798965724092, 0.0002099854315987299, 0.0060090499554736965, -7.065596483224468e-06, -0.00027568291816377615, -0.0016906080341244141]",[395.0]
9,"[-0.3096449839999246, 0.3488292608013232, 0.04660968959997615, -1.0, -2.654258651091368e-06, 1.675505336606875e-05, 2.653581077538547e-06, -1.0, -4.04358324885834e-05, 1.675516068644356e-05, -4.0435788832837716e-05, 1.0]","[-0.0032991275564994114, 0.000859094483293764, 0.011249619518287391, 0.0002099854315987299, -0.00027568291816377615, 0.00037153146263697623]","[-0.21465798965724092, 0.04195293141645108, 4.257003028020567, 0.0060090499554736965, -0.0016906080341244141, 0.0036314105101709388]","[-0.30963607519999947, 0.34883632639780643, 0.04660968959997615, 1.0, 5.263544247e-315, 8.15e-322, 4.6721692720938e-310]","[-0.0, 0.0, -0.00018435395960243666, 0.0, 0.0, 0.0]","[-8.908799925100297e-06, -0.0032991275564994114, -0.21465798965724092, -7.065596483224468e-06, 0.0010434484428962006, 0.04195293141645108, 2.6318838332240183e-05, 0.0002099854315987299, 0.0060090499554736965, -6.351636918490702e-05, -0.00027568291816377615, -0.0016906080341244141]","[200.00626722993928, 200.00626391828428, 1300.0, 2.5577884919217393, 2.5136529476549763, 0.8, 40.03933853386939, 40.032637620331094, 285.0438562747845, 1.7793489325795762, 1.9903939159427817, 1.0]","[-0.30967266952099637, -0.0036222527114499158, -0.21465798965724092, 0.348836277145619, 0.0008949915906541245, 0.04195293141645108, -0.21464743481141618, 0.0024287260245837213, 0.0060090499554736965, -9.289045908113156e-06, -0.0002801794380583957, -0.0016906080341244141]","[-0.3096449839999246, -0.004086108943125309, -0.23224937424785214, 0.3488292608013232, 0.000773185032073495, 0.022239973173827327, -0.23224937424785214, 0.00025100535054357426, 0.0056045535296907366, -7.065596483224468e-06, -0.00026769551165225293, 0.0004918246002012386]",[399.0]
